Gene1,Gene2,Score
CBX7,PARP8,777.0
CBX7,VLDLR,660.0
CBX7,MCTP1,751.0
CBX7,EPB41L4B,829.0
CBX7,TRIM47,661.0
CBX7,TNFRSF21,789.0
CBX7,RASSF2,719.0
CBX7,TRPC6,760.0
CBX7,DHRS3,697.0
CBX7,TGFBR2,705.0
CBX7,RCSD1,681.0
CBX7,MAN1A,761.0
CBX7,TSC22D3,589.0
CBX7,MLLT3,669.0
CBX7,SPNS2,674.0
CBX7,JUN,633.0
CBX7,RNF213,548.0
CBX7,BMI1,553.0
CBX7,ATP2A3,668.0
CBX7,WLS,584.0
CBX7,RAB31,593.0
CBX7,SLC18A2,596.0
CBX7,ST8SIA4,503.0
CBX7,CYP4V3,722.0
CBX7,NDN,599.0
CBX7,PEAR1,537.0
CBX7,DUSP2,568.0
CBX7,HPCAL1,743.0
CBX7,PQLC1,476.0
CBX7,DPP4,623.0
CBX7,SGPL1,680.0
CBX7,NFATC1,331.0
CBX7,NOTCH1,520.0
CBX7,USP3,414.0
CBX7,E2F6,371.0
CBX7,PSD4,483.0
CBX7,FOS,359.0
CBX7,PLEKHA2,372.0
CBX7,EYA1,547.0
CBX7,TNFRSF1B,467.0
CBX7,ADSSL1,409.0
CBX7,PRKCQ,429.0
CBX7,MFSD1,370.0
CBX7,OAT,421.0
CBX7,RGS2,320.0
CBX7,USP25,342.0
CBX7,GEM,341.0
CBX7,N4BP2L1,306.0
CBX7,RAB32,317.0
CBX7,TRIM44,437.0
CBX7,GCH1,492.0
CBX7,LRRC8C,403.0
CBX7,CD82,240.0
CBX7,GYPC,341.0
CBX7,OTULINL,325.0
CBX7,RASA3,347.0
CBX7,PLPPR3,279.0
CBX7,GYG,335.0
CBX7,ANXA5,297.0
CBX7,SH3BP5,276.0
CBX7,ARID5A,343.0
CBX7,STAT6,269.0
CBX7,SH2D5,304.0
CBX7,SMAD3,186.0
CBX7,OXR1,304.0
CBX7,ANXA2,371.0
CBX7,IRAK3,414.0
CBX7,DDX4,295.0
CBX7,SDC4,363.0
CBX7,AFAP1L1,317.0
CBX7,TNFRSF13C,225.0
CBX7,IFIH1,263.0
CBX7,GMPR,330.0
CBX7,IL4RA,325.0
CBX7,PPIC,169.0
CBX7,SGMS1,192.0
CBX7,PTGS1,184.0
CBX7,MYLIP,417.0
CBX7,ICA1,328.0
CBX7,SMPDL3A,216.0
CBX7,NSMAF,150.0
CBX7,GATA2,103.0
CBX7,STAT1,282.0
CBX7,GSDME,253.0
CBX7,HIST1H1C,136.0
CBX7,THSD1,333.0
CBX7,TES,460.0
CBX7,CTSC,237.0
CBX7,KRT18,191.0
CBX7,PANX1,316.0
CBX7,PAQR5,195.0
CBX7,ARF3,157.0
CBX7,SDC1,190.0
CBX7,TMX1,165.0
CBX7,DDHD2,157.0
CBX7,ADA,258.0
CBX7,UNC93B1,124.0
CBX7,IL1R1,213.0
CBX7,ASB13,206.0
CBX7,NCEH1,180.0
CBX7,TRAPPC9,107.0
CBX7,ANKFY1,143.0
CBX7,PCP4L1,181.0
CBX7,DENND2D,144.0
CBX7,ARHGEF6,159.0
CBX7,CHP1,136.0
CBX7,HBP1,128.0
CBX7,LDHB,251.0
CBX7,GNAI3,251.0
CBX7,ANAPC2,248.0
CBX7,ERLIN1,156.0
CBX7,FADS1,237.0
CBX7,B4GALT4,141.0
CBX7,PYGL,228.0
CBX7,GLIPR2,150.0
CBX7,AIG1,227.0
CBX7,PPIL4,226.0
CBX7,LRMP,118.0
CBX7,HSDL1,133.0
CBX7,ARHGEF3,217.0
CBX7,FBXL3,109.0
CBX7,PRPS2,143.0
CBX7,TBC1D5,206.0
CBX7,PSMD5,105.0
CBX7,GMFB,107.0
CBX7,GBP7,193.0
CBX7,STXBP4,191.0
CBX7,TPP1,188.0
CBX7,SOCS5,177.0
CBX7,WDR45B,176.0
CBX7,CROT,171.0
CBX7,CHRNB1,170.0
CBX7,RCN1,168.0
CBX7,PXK,166.0
CBX7,IER3,162.0
CBX7,NRBP1,157.0
CBX7,CLN5,157.0
CBX7,PITPNB,154.0
CBX7,FBXL5,154.0
CBX7,VPS4B,152.0
CBX7,IL15,151.0
CBX7,ANKRD46,151.0
CBX7,RASA4,150.0
CBX7,NELFB,149.0
CBX7,GMCL1,149.0
CBX7,TMEM175,148.0
CBX7,STX7,148.0
CBX7,PPME1,148.0
CBX7,SLC19A1,146.0
CBX7,INPP5K,146.0
CBX7,WDR41,145.0
CBX7,SPECC1L,145.0
CBX7,PTDSS1,145.0
CBX7,AKAP8L,144.0
CBX7,B230219D22RIK,143.0
CBX7,YTHDF3,142.0
CBX7,COA5,142.0
CBX7,H1F0,140.0
CBX7,GUF1,140.0
CBX7,PON2,139.0
CBX7,DUS1L,139.0
CBX7,CTSL,139.0
CBX7,TPM4,137.0
CBX7,BAP1,136.0
CBX7,ZZZ3,134.0
CBX7,TOPORS,134.0
CBX7,SCFD1,134.0
CBX7,USP18,133.0
CBX7,EXT2,133.0
CBX7,ZFP655,132.0
CBX7,SNAP23,132.0
CBX7,DNAJC5,132.0
CBX7,COPG1,132.0
CBX7,NDEL1,130.0
CBX7,HERPUD1,130.0
CBX7,PHAX,129.0
CBX7,PDK2,129.0
CBX7,DLST,129.0
CBX7,ABHD16A,129.0
CBX7,RPA1,128.0
CBX7,MAU2,128.0
CBX7,CDC42SE2,127.0
CBX7,CALU,127.0
CBX7,ANXA6,126.0
CBX7,THUMPD3,125.0
CBX7,ARL8B,125.0
CBX7,BIRC2,124.0
CBX7,SLC30A5,123.0
CBX7,RCBTB2,123.0
CBX7,RAB37,123.0
CBX7,PTTG1IP,123.0
CBX7,PREP,122.0
CBX7,POLD1,122.0
CBX7,MAPK9,122.0
CBX7,IARS,122.0
CBX7,AK3,122.0
CBX7,PCMTD2,120.0
CBX7,FBXO21,120.0
CBX7,COPB2,119.0
CBX7,ZFP24,115.0
CBX7,XPC,115.0
CBX7,POT1A,114.0
CBX7,FES,113.0
CBX7,ERAP1,113.0
CBX7,PROCR,112.0
CBX7,CRK,112.0
CBX7,RNF139,110.0
CBX7,MCFD2,110.0
CBX7,CPT1A,109.0
CBX7,UBE2G2,108.0
CBX7,AHCYL1,108.0
CBX7,SEH1L,107.0
CBX7,SACM1L,107.0
CBX7,IRF1,107.0
CBX7,GARS,107.0
CBX7,ZFP386,106.0
CBX7,SNAPC3,106.0
CBX7,GAA,106.0
CBX7,ERLIN2,106.0
CBX7,DUSP1,106.0
CBX7,PLEKHB2,104.0
CBX7,FBH1,104.0
CBX7,SMU1,103.0
CBX7,FDFT1,103.0
CBX7,DNAJC11,103.0
CBX7,COQ8A,103.0
CBX7,REPIN1,102.0
CBX7,PRMT7,102.0
CBX7,MSMO1,102.0
CBX7,HMG20A,102.0
CBX7,FCHO2,102.0
CBX7,ATG4B,102.0
ELF4,AP1G2,3514.0
ELF4,VPS33B,2828.0
ELF4,LDAH,3166.0
ELF4,NUBP2,3112.0
ELF4,VPS41,2859.0
ELF4,XAB2,2881.0
ELF4,VPS4B,2932.0
ELF4,CYBC1,2811.0
ELF4,WBP1L,2672.0
ELF4,RIC8A,2582.0
ELF4,ARHGAP1,2560.0
ELF4,FBH1,2693.0
ELF4,RBL2,2872.0
ELF4,FAM120B,2453.0
ELF4,USP8,2481.0
ELF4,PIK3C3,2563.0
ELF4,WDR73,2794.0
ELF4,DCAF13,2237.0
ELF4,TRIM35,2378.0
ELF4,OASL2,3066.0
ELF4,TFG,2722.0
ELF4,RANGAP1,2455.0
ELF4,CNOT10,1969.0
ELF4,TMEM186,2114.0
ELF4,PPP6C,2359.0
ELF4,COPB2,2158.0
ELF4,ZFP512,1996.0
ELF4,ACOX1,2354.0
ELF4,NT5C3,2049.0
ELF4,WDR75,2133.0
ELF4,TMEM129,2158.0
ELF4,CHORDC1,1945.0
ELF4,CLCN4,2202.0
ELF4,GTF2H1,3018.0
ELF4,NUDCD3,2204.0
ELF4,ITSN1,2007.0
ELF4,SDHAF2,1943.0
ELF4,LEPROT,1921.0
ELF4,TMUB2,1843.0
ELF4,UCKL1,1787.0
ELF4,PPME1,1935.0
ELF4,IFNAR1,1828.0
ELF4,EDEM2,1875.0
ELF4,BIRC3,1757.0
ELF4,NUDT16,2555.0
ELF4,CD1D1,2028.0
ELF4,ZDHHC6,1664.0
ELF4,MCM3,2053.0
ELF4,ATP13A1,1910.0
ELF4,ZFP110,1781.0
ELF4,STX5A,1936.0
ELF4,CCL9,1858.0
ELF4,ZFP869,1686.0
ELF4,AMPD2,1789.0
ELF4,COPG1,1761.0
ELF4,GALK2,1985.0
ELF4,MAU2,1996.0
ELF4,GMIP,1879.0
ELF4,FIG4,1946.0
ELF4,NCLN,1931.0
ELF4,D10WSU102E,1573.0
ELF4,TAF12,2906.0
ELF4,ADCK1,1701.0
ELF4,COLGALT1,1643.0
ELF4,TOR4A,1564.0
ELF4,MSANTD4,1617.0
ELF4,QARS,1719.0
ELF4,MYO1G,1736.0
ELF4,VIPAS39,1544.0
ELF4,GOSR2,2553.0
ELF4,CCNG1,1921.0
ELF4,RAB18,1494.0
ELF4,GARS,1726.0
ELF4,G6PDX,1483.0
ELF4,SLC25A45,1422.0
ELF4,STAT6,1518.0
ELF4,SNRNP200,1400.0
ELF4,SAMD9L,1497.0
ELF4,LYN,1680.0
ELF4,EIF1AD,1404.0
ELF4,WDR5,1383.0
ELF4,FTSJ3,1413.0
ELF4,DCAF4,1646.0
ELF4,TRAPPC9,1483.0
ELF4,REXO4,1664.0
ELF4,FOXRED1,1930.0
ELF4,RABIF,1914.0
ELF4,BPGM,1425.0
ELF4,ZFP62,1203.0
ELF4,ILVBL,1463.0
ELF4,ZKSCAN3,1362.0
ELF4,FUCA2,1428.0
ELF4,TERF2IP,1329.0
ELF4,APEH,1760.0
ELF4,ZFP715,1438.0
ELF4,ALDH6A1,1398.0
ELF4,ANKFY1,1253.0
ELF4,SLC25A46,1588.0
ELF4,MAPKAPK3,1273.0
ELF4,HARS,1160.0
ELF4,HARS2,1160.0
ELF4,SLC39A11,1371.0
ELF4,ARAP1,1292.0
ELF4,SPTLC1,1427.0
ELF4,SGTA,1087.0
ELF4,MAN2B2,2080.0
ELF4,ABHD4,1261.0
ELF4,CD48,1237.0
ELF4,ERLIN2,1341.0
ELF4,ABTB1,1056.0
ELF4,CYB5R3,1406.0
ELF4,PRKAB1,1721.0
ELF4,HSD3B7,1254.0
ELF4,ZFP263,1035.0
ELF4,TOPORS,1195.0
ELF4,TVP23B,1662.0
ELF4,ZFP35,1267.0
ELF4,NCOA7,1252.0
ELF4,PLCB2,1389.0
ELF4,CDK19,1317.0
ELF4,PQLC1,1120.0
ELF4,PSMF1,1126.0
ELF4,PTDSS1,1189.0
ELF4,PLBD2,1428.0
ELF4,ABHD17B,1398.0
ELF4,1110059E24RIK,1398.0
ELF4,TARS,1163.0
ELF4,MFAP3,1260.0
ELF4,WWP2,2043.0
ELF4,GOLPH3L,1259.0
ELF4,THUMPD3,1508.0
ELF4,USP3,1190.0
ELF4,TRIM30A,956.0
ELF4,LONP2,2093.0
ELF4,GLB1,1454.0
ELF4,FZR1,1229.0
ELF4,1700017B05RIK,1237.0
ELF4,MCM4,1160.0
ELF4,SLC35B3,1732.0
ELF4,ATG12,1295.0
ELF4,KAT7,949.0
ELF4,NMT2,1935.0
ELF4,NCEH1,1150.0
ELF4,CUL3,1063.0
ELF4,POT1A,1184.0
ELF4,INPP5K,984.0
ELF4,PPP1R15A,943.0
ELF4,ATP6V1A,1067.0
ELF4,SIKE1,1076.0
ELF4,RASAL3,955.0
ELF4,COA5,1378.0
ELF4,RNF115,1051.0
ELF4,TFEC,904.0
ELF4,GALNT11,945.0
ELF4,PLIN3,1027.0
ELF4,TMC6,954.0
ELF4,CCNG2,1096.0
ELF4,SLC35A4,822.0
ELF4,ABRAXAS2,1057.0
ELF4,GBP7,1038.0
ELF4,ICAM1,724.0
ELF4,JUNB,1190.0
ELF4,GOLT1B,1750.0
ELF4,RNF13,821.0
ELF4,PSD4,891.0
ELF4,DHX58,978.0
ELF4,MEF2A,1030.0
ELF4,TMEM30A,1157.0
ELF4,SP100,1251.0
ELF4,HIST1H1C,908.0
ELF4,SAT1,879.0
ELF4,ARL6IP6,918.0
ELF4,DNPEP,1111.0
ELF4,STAT1,1324.0
ELF4,STAT2,858.0
ELF4,SPTLC2,1169.0
ELF4,MYSM1,1421.0
ELF4,EXOC3,959.0
ELF4,CAPN7,1029.0
ELF4,HIPK1,985.0
ELF4,EDC3,1467.0
ELF4,MORC3,1286.0
ELF4,MS4A6B,809.0
ELF4,EXD2,866.0
ELF4,RASSF5,993.0
ELF4,DNAJC5,924.0
ELF4,IER2,1013.0
ELF4,ZFP1,843.0
ELF4,NAGA,1073.0
ELF4,PIK3CG,894.0
ELF4,TCP11L2,1020.0
ELF4,OAS1A,873.0
ELF4,VPS39,922.0
ELF4,ABL1,946.0
ELF4,ZFP24,1003.0
ELF4,CRNKL1,772.0
ELF4,TCTA,932.0
ELF4,IDH1,901.0
ELF4,UMPS,753.0
ELF4,RAB32,972.0
ELF4,PLAA,851.0
ELF4,1600014C10RIK,1075.0
ELF4,TCIRG1,994.0
ELF4,UBA5,813.0
ELF4,PCTP,855.0
ELF4,ARRDC1,915.0
ELF4,CYTH4,740.0
ELF4,PSEN1,770.0
ELF4,AW549877,715.0
ELF4,TRIM26,818.0
ELF4,RNF114,917.0
ELF4,GNAI3,803.0
ELF4,MAST3,877.0
ELF4,WFDC17,882.0
ELF4,TIMM29,805.0
ELF4,CYLD,711.0
ELF4,DCAF11,724.0
ELF4,FOS,910.0
ELF4,HMGCS1,829.0
ELF4,CTR9,901.0
ELF4,FES,830.0
ELF4,PDCL,792.0
ELF4,PAPSS1,897.0
ELF4,CYP4V3,857.0
ELF4,RFC5,1494.0
ELF4,FAM76B,681.0
ELF4,PRKCH,1519.0
ELF4,SLC6A6,957.0
ELF4,NFAM1,816.0
ELF4,GMCL1,969.0
ELF4,TBC1D5,642.0
ELF4,PON2,640.0
ELF4,CRK,706.0
ELF4,PRKACB,954.0
ELF4,VPS26C,1401.0
ELF4,TMX3,739.0
ELF4,ZFP141,757.0
ELF4,ARF3,725.0
ELF4,GPR65,654.0
ELF4,SELENBP1,893.0
ELF4,RNF139,914.0
ELF4,MAP4K2,792.0
ELF4,ZFP945,633.0
ELF4,CD82,806.0
ELF4,TRMT2A,1295.0
ELF4,IFIH1,825.0
ELF4,HMG20A,676.0
ELF4,HBP1,697.0
ELF4,ZFP36,957.0
ELF4,LRRCC1,804.0
ELF4,EBI3,651.0
ELF4,ELMO2,675.0
ELF4,RNF6,624.0
ELF4,ZFP871,622.0
ELF4,PANX1,1008.0
ELF4,CCL3,819.0
ELF4,PPOX,648.0
ELF4,CCL4,537.0
ELF4,CASP1,694.0
ELF4,ARHGAP18,722.0
ELF4,GUSB,732.0
ELF4,NDOR1,978.0
ELF4,LCP2,573.0
ELF4,CTLA2B,778.0
ELF4,SLC43A2,648.0
ELF4,CLN5,589.0
ELF4,AKNA,831.0
ELF4,CHD9,793.0
ELF4,ARHGAP27,736.0
ELF4,WDR41,831.0
ELF4,NEK9,536.0
ELF4,CALU,493.0
ELF4,RNF38,1129.0
ELF4,ABCD1,718.0
ELF4,AKTIP,623.0
ELF4,ACLY,539.0
ELF4,MSH6,827.0
ELF4,MCM2,577.0
ELF4,ANXA5,615.0
ELF4,ORAI3,563.0
ELF4,RNF14,609.0
ELF4,NEURL3,707.0
ELF4,ALG2,761.0
ELF4,VAV3,561.0
ELF4,SMIM15,1063.0
ELF4,IPO4,502.0
ELF4,CMTM6,642.0
ELF4,ABCF3,598.0
ELF4,NRBP1,726.0
ELF4,FUT7,591.0
ELF4,TREML2,661.0
ELF4,PARP10,513.0
ELF4,PGGHG,610.0
ELF4,NELFB,732.0
ELF4,CASP4,481.0
ELF4,SERINC1,553.0
ELF4,LGALS8,486.0
ELF4,CNRIP1,581.0
ELF4,PLD3,520.0
ELF4,PDK2,730.0
ELF4,VWA5A,562.0
ELF4,RTP4,524.0
ELF4,SSH3,611.0
ELF4,SERPINB9,671.0
ELF4,SLC35A1,958.0
ELF4,SIAE,655.0
ELF4,SACM1L,478.0
ELF4,TYROBP,617.0
ELF4,TNFRSF26,549.0
ELF4,MTMR14,872.0
ELF4,BID,534.0
ELF4,PRPS1,621.0
ELF4,KLHL24,652.0
ELF4,TMEM164,585.0
ELF4,CTSC,471.0
ELF4,IMPACT,431.0
ELF4,GNS,510.0
ELF4,MYADM,520.0
ELF4,BLCAP,504.0
ELF4,TOX4,488.0
ELF4,JPT2,544.0
ELF4,NADK,575.0
ELF4,NDEL1,577.0
ELF4,TMX1,883.0
ELF4,MCM5,566.0
ELF4,SEH1L,486.0
ELF4,PHAX,492.0
ELF4,NOP2,585.0
ELF4,LIN7C,467.0
ELF4,PAFAH1B2,803.0
ELF4,GMFB,810.0
ELF4,YTHDF3,906.0
ELF4,UAP1L1,437.0
ELF4,ANKS3,852.0
ELF4,WDR4,771.0
ELF4,ELOVL1,783.0
ELF4,CASP2,479.0
ELF4,PPCDC,384.0
ELF4,AAR2,483.0
ELF4,PHF11B,552.0
ELF4,ABCB8,502.0
ELF4,COPS8,425.0
ELF4,FDFT1,461.0
ELF4,TMEM173,440.0
ELF4,FLCN,555.0
ELF4,DNAJC10,440.0
ELF4,PRPS2,430.0
ELF4,HERC4,681.0
ELF4,N4BP2L1,485.0
ELF4,CEP70,645.0
ELF4,UBAP1,603.0
ELF4,DENND1C,397.0
ELF4,MINDY1,398.0
ELF4,RASA3,510.0
ELF4,CROT,528.0
ELF4,TOR3A,958.0
ELF4,FARSB,471.0
ELF4,ABI1,426.0
ELF4,SLC27A1,438.0
ELF4,PAFAH2,458.0
ELF4,MFSD1,503.0
ELF4,ARL8B,522.0
ELF4,PQLC3,496.0
ELF4,SLC39A6,475.0
ELF4,ELP2,475.0
ELF4,P2RX4,779.0
ELF4,GBA2,733.0
ELF4,CLPTM1L,924.0
ELF4,CHP1,601.0
ELF4,SNX4,501.0
ELF4,KIF23,394.0
ELF4,COPB1,452.0
ELF4,USP11,495.0
ELF4,ZFP386,450.0
ELF4,JUN,377.0
ELF4,EXOC2,907.0
ELF4,CAST,411.0
ELF4,XAF1,411.0
ELF4,TMEM175,883.0
ELF4,VPS35,396.0
ELF4,ADO,358.0
ELF4,TMEM109,455.0
ELF4,OXR1,440.0
ELF4,IRF9,378.0
ELF4,IRGM1,394.0
ELF4,ARHGEF3,440.0
ELF4,OAS2,354.0
ELF4,SLC12A6,379.0
ELF4,BTBD9,328.0
ELF4,P2RY14,392.0
ELF4,PSMD5,433.0
ELF4,ZFP655,409.0
ELF4,SLC17A9,538.0
ELF4,SLC35B4,474.0
ELF4,MYO1F,347.0
ELF4,MARCH6,432.0
ELF4,SFXN3,400.0
ELF4,PTPN22,382.0
ELF4,VPS11,434.0
ELF4,MFSD14B,346.0
ELF4,HACD3,440.0
ELF4,ITFG1,731.0
ELF4,PLEKHB2,415.0
ELF4,VAMP3,666.0
ELF4,STX12,661.0
ELF4,WDR45B,581.0
ELF4,USP4,775.0
ELF4,DECR1,559.0
ELF4,XIAP,301.0
ELF4,TES,287.0
ELF4,PPAT,603.0
ELF4,MOB3C,437.0
ELF4,EPSTI1,290.0
ELF4,HERPUD1,379.0
ELF4,MAP2K1,526.0
ELF4,TOLLIP,390.0
ELF4,HACD4,425.0
ELF4,FNTA,330.0
ELF4,TRMT2B,382.0
ELF4,LPCAT3,714.0
ELF4,DOK2,501.0
ELF4,RBM18,308.0
ELF4,SNAPC3,489.0
ELF4,FAM160B1,397.0
ELF4,POLE3,423.0
ELF4,MOV10,289.0
ELF4,CHMP7,413.0
ELF4,FAM234A,299.0
ELF4,KIZ,262.0
ELF4,RGS1,472.0
ELF4,ANXA1,271.0
ELF4,TMOD3,251.0
ELF4,GANAB,360.0
ELF4,DUSP6,493.0
ELF4,ABCG2,310.0
ELF4,CHKA,236.0
ELF4,GBP3,364.0
ELF4,CISH,258.0
ELF4,TSPAN14,316.0
ELF4,ARHGAP25,410.0
ELF4,PAQR7,340.0
ELF4,FAR1,604.0
ELF4,OAT,416.0
ELF4,PITPNB,595.0
ELF4,KCTD12,242.0
ELF4,IER3,206.0
ELF4,BC035044,430.0
ELF4,9530068E07RIK,254.0
ELF4,PRMT7,587.0
ELF4,IARS,270.0
ELF4,DPH6,459.0
ELF4,APPL2,581.0
ELF4,TRP53BP1,307.0
ELF4,PLEKHO2,318.0
ELF4,TRIM47,248.0
ELF4,ALDH9A1,328.0
ELF4,AHCYL1,318.0
ELF4,CHMP3,448.0
ELF4,ZFP157,342.0
ELF4,IKBKB,345.0
ELF4,LRMP,295.0
ELF4,DENND2D,209.0
ELF4,SOCS5,367.0
ELF4,RNF213,336.0
ELF4,RARS,359.0
ELF4,CBFB,539.0
ELF4,4833439L19RIK,381.0
ELF4,UBE2G2,280.0
ELF4,SCFD1,414.0
ELF4,SGMS1,347.0
ELF4,BCLAF3,513.0
ELF4,TESPA1,192.0
ELF4,LAP3,504.0
ELF4,PIM2,336.0
ELF4,SMU1,494.0
ELF4,CTSS,250.0
ELF4,KIDINS220,254.0
ELF4,UTP4,475.0
ELF4,ATAD1,475.0
ELF4,DDX1,470.0
ELF4,NUDT19,273.0
ELF4,ZFP397,463.0
ELF4,NSMAF,192.0
ELF4,RPRD1B,270.0
ELF4,H2-M3,213.0
ELF4,NSDHL,191.0
ELF4,SLC28A2,275.0
ELF4,CYB5R1,280.0
ELF4,AK3,350.0
ELF4,SNX30,277.0
ELF4,CLPX,185.0
ELF4,BAP1,238.0
ELF4,UBE2L6,311.0
ELF4,RMND5A,268.0
ELF4,PWP1,230.0
ELF4,SLFN8,223.0
ELF4,ACOT9,306.0
ELF4,ATP9B,233.0
ELF4,ISYNA1,214.0
ELF4,POLD1,265.0
ELF4,XPC,417.0
ELF4,MAN1A,417.0
ELF4,WARS,281.0
ELF4,SERPINA3G,416.0
ELF4,STARD4,245.0
ELF4,USP37,228.0
ELF4,H2-DMB1,249.0
ELF4,TMEM43,232.0
ELF4,STX7,246.0
ELF4,TSPYL3,218.0
ELF4,H2-OB,292.0
ELF4,TMEM206,218.0
ELF4,RANBP3,391.0
ELF4,IRF1,198.0
ELF4,CASP12,218.0
ELF4,CTSO,248.0
ELF4,NFATC1,378.0
ELF4,UNK,264.0
ELF4,FAM91A1,375.0
ELF4,RNASE6,248.0
ELF4,GSKIP,220.0
ELF4,ARID5A,283.0
ELF4,MTAP,235.0
ELF4,NFKBIA,239.0
ELF4,ADAMTS10,363.0
ELF4,WLS,221.0
ELF4,WDR13,167.0
ELF4,STRIP1,224.0
ELF4,CSF3R,197.0
ELF4,PSAT1,222.0
ELF4,TMEM71,184.0
ELF4,ASB8,348.0
ELF4,ANAPC4,347.0
ELF4,TNPO1,206.0
ELF4,CYFIP1,342.0
ELF4,CTDSP2,193.0
ELF4,RHOH,231.0
ELF4,TK2,337.0
ELF4,TNIP3,335.0
ELF4,MAP2K5,179.0
ELF4,GNA13,178.0
ELF4,ATP13A2,324.0
ELF4,TRIM44,321.0
ELF4,METTL7A1,320.0
ELF4,SGPL1,316.0
ELF4,CERS5,315.0
ELF4,TPP1,177.0
ELF4,MPND,175.0
ELF4,MED16,172.0
ELF4,FAM136A,167.0
ELF4,SLC30A5,299.0
ELF4,DUS1L,299.0
ELF4,NDFIP2,292.0
ELF4,XRCC5,160.0
ELF4,CD300A,287.0
ELF4,RIT1,286.0
ELF4,NOTCH1,161.0
ELF4,IL15,282.0
ELF4,ELOVL6,280.0
ELF4,GYG,275.0
ELF4,CDCA4,274.0
ELF4,ATP2A3,273.0
ELF4,DDX58,271.0
ELF4,RMND5B,269.0
ELF4,EMILIN1,267.0
ELF4,GOLPH3,265.0
ELF4,DNM1L,264.0
ELF4,TBXAS1,263.0
ELF4,H1F0,263.0
ELF4,FCGRT,261.0
ELF4,PPT1,256.0
ELF4,ANAPC2,254.0
ELF4,RDH11,179.0
ELF4,CD53,252.0
ELF4,SMPD2,249.0
ELF4,PARP12,244.0
ELF4,SLCO3A1,146.0
ELF4,PMPCA,241.0
ELF4,KLHL6,237.0
ELF4,NDE1,233.0
ELF4,ELP3,233.0
ELF4,RNF145,117.0
ELF4,ARHGAP4,223.0
ELF4,CYTIP,217.0
ELF4,FBXL3,206.0
ELF4,DHRS3,113.0
ELF4,COG6,204.0
ELF4,OCRL,201.0
ELF4,TGFBR2,197.0
ELF4,PML,196.0
ELF4,SPNS3,195.0
ELF4,PLIN2,195.0
ELF4,CD84,195.0
ELF4,TCN2,192.0
ELF4,DLST,191.0
ELF4,IRGM2,190.0
ELF4,ARHGEF6,190.0
ELF4,PPIL4,189.0
ELF4,UBL4A,188.0
ELF4,PPM1H,188.0
ELF4,BIRC2,188.0
ELF4,POGLUT1,186.0
ELF4,PROCR,185.0
ELF4,DNAJC11,185.0
ELF4,CEP68,184.0
ELF4,PJA2,183.0
ELF4,POLR2B,180.0
ELF4,SMAD3,179.0
ELF4,SLC7A4,179.0
ELF4,POLR1B,179.0
ELF4,PARP8,179.0
ELF4,STXBP4,175.0
ELF4,DUSP1,175.0
ELF4,TBL3,174.0
ELF4,S100A6,173.0
ELF4,PLA2G4A,173.0
ELF4,STK25,172.0
ELF4,METAP1,172.0
ELF4,H2-AA,170.0
ELF4,SLC44A2,165.0
ELF4,FBXW5,165.0
ELF4,IL1R1,164.0
ELF4,GRN,164.0
ELF4,NAMPT,163.0
ELF4,CALCRL,163.0
ELF4,CNP,161.0
ELF4,CPQ,160.0
ELF4,FGD2,159.0
ELF4,DCTD,159.0
ELF4,ZFP451,154.0
ELF4,ST6GALNAC4,150.0
ELF4,IRF5,150.0
ELF4,IL4RA,147.0
ELF4,IGTP,146.0
ELF4,LRRC8C,144.0
ELF4,ZZZ3,142.0
ELF4,RASSF2,136.0
ELF4,PACS1,136.0
ELF4,AIG1,134.0
ELF4,DMTF1,131.0
ELF4,MARCH5,130.0
ELF4,SLC19A1,127.0
ELF4,TBC1D15,124.0
ELF4,SIGIRR,123.0
ELF4,ARMC8,123.0
ELF4,GM12250,120.0
ELF4,GBP2,115.0
ELF4,INTS6L,110.0
ELF4,PIGQ,108.0
ELF4,ST8SIA4,106.0
ELF4,PCYT2,103.0
FOS,ZFP869,3190.0
FOS,FDFT1,2668.0
FOS,HMGCS1,2135.0
FOS,AKAP8L,1876.0
FOS,KLF10,1473.0
FOS,DCAF11,1751.0
FOS,FOXRED1,1389.0
FOS,JPT2,2124.0
FOS,ABCB8,1251.0
FOS,GOLPH3L,1790.0
FOS,AKTIP,1748.0
FOS,SPTLC2,1664.0
FOS,ARHGAP18,1308.0
FOS,HBP1,1268.0
FOS,NUBP2,841.0
FOS,SOCS5,1337.0
FOS,FBH1,1341.0
FOS,MCM5,1573.0
FOS,GOLT1B,1436.0
FOS,SLC25A45,746.0
FOS,QARS,895.0
FOS,FAM76B,1428.0
FOS,P2RY14,1496.0
FOS,COQ8A,1212.0
FOS,PACSIN2,1100.0
FOS,TGFBR2,1127.0
FOS,HERPUD1,962.0
FOS,CTLA2B,1450.0
FOS,ZFP68,1234.0
FOS,UCKL1,957.0
FOS,RNF13,1052.0
FOS,SACM1L,1653.0
FOS,EZR,853.0
FOS,ZMYM2,1067.0
FOS,MSANTD4,761.0
FOS,CYTIP,977.0
FOS,WBP1L,807.0
FOS,BLCAP,738.0
FOS,FAR1,1212.0
FOS,CYFIP1,695.0
FOS,ZFP157,855.0
FOS,MED16,924.0
FOS,IRF5,1023.0
FOS,HIST1H1C,1083.0
FOS,TNPO1,812.0
FOS,ERAP1,925.0
FOS,ISG20,733.0
FOS,RANGAP1,534.0
FOS,PDK2,815.0
FOS,FZR1,709.0
